"","created_at","id","id_str","text","truncated","in_reply_to_status_id","in_reply_to_status_id_str","in_reply_to_user_id","in_reply_to_user_id_str","in_reply_to_screen_name","geo","coordinates","place","contributors","is_quote_status","quote_count","reply_count","retweet_count","favorite_count","favorited","retweeted","possibly_sensitive","filter_level","extended_tweet.full_text","full_tweet_text","joe_mentions","biden_mentions","vote_mentions","america_mentions","country_mentions","ballots_mentions","trump_mentions","republican_mentions","democrat_mentions","maga_mentions","canada_mentions","black_mentions","industry_mentions","hispanic_mentions","elections_mentions","covid_mentions","virus_mentions","healthcare_mentions","health_mentions","people_mentions","women_mentions","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive"
"16","Sun Oct 18 12:31:30 +0000 2020",1317805502244343808,"1317805502244343808","RT @TeamTrump: President @realDonaldTrump rips Joe Biden for calling police officers ""the enemy"" https://t.co/zNp4CkrINq",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,0,0,FALSE,FALSE,FALSE,"low",NA,"Presidentrips Joe Biden for calling police officers the enemy",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,1,2,0,0,0,1,1,1
"17","Sun Oct 18 12:31:21 +0000 2020",1317805466269884416,"1317805466269884417","RT @dougmillsnyt: .@realDonaldTrump addresses a campaign rally at the Southern Wisconsin Regional Airport in Janesville, WI. https://t.co/G…",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,0,0,FALSE,FALSE,NA,"low",NA,"addresses a campaign rally at the Southern Wisconsin Regional Airport in Janesville WI",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,2,0,0,0,0,0,0,0,1
"18","Sun Oct 18 05:16:50 +0000 2020",1317696115920138240,"1317696115920138241","RT @AdamLaxalt: Unclean voter rolls + significantly relaxed signature requirements + very lax ballot harvesting rules = a “Wild Wild West”…",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,0,0,0,0,FALSE,FALSE,NA,"low",NA,"Unclean voter rollssignificantly relaxed signature requirementsvery lax ballot harvesting rulesa Wild Wild West",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,1,0,0,1,1,2,3,1
"19","Sun Oct 18 05:03:05 +0000 2020",1317692654809796608,"1317692654809796608","John, thank you. Such a great honor! https://t.co/2NBZXFIoql",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,2187,15687,46063,183078,FALSE,FALSE,FALSE,"low",NA,"John thank you Such a great honor",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,1,0,0,0,0,1,1,1
"20","Sun Oct 18 04:49:43 +0000 2020",1317689292211191808,"1317689292211191811","RT @ChadPergram: McConnell says Senate coronavirus bill includes
•More federally-expanded unemployment benefits for laid-off Americans
•An…",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,0,0,FALSE,FALSE,NA,"low",NA,"McConnell says Senate coronavirus bill includes
More federallyexpanded unemployment benefits for laidoff Americans
An",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,1,0,0
"21","Sun Oct 18 04:49:13 +0000 2020",1317689167627743232,"1317689167627743239","RT @wjz: Senate Majority Leader Mitch McConnell announced that the Senate will vote Wednesday on the coronavirus relief proposal crafted by…",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,0,0,FALSE,FALSE,NA,"low",NA,"Senate Majority Leader Mitch McConnell announced that the Senate will vote Wednesday on the coronavirus relief proposal crafted by",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,1,0,0,2,1,1,4,1,4
"22","Sun Oct 18 04:15:07 +0000 2020",1317680583720329216,"1317680583720329216","RT @DineshDSouza: The “big guy” splitting the loot with bag man Hunter Biden was indeed his father Joe!  https://t.co/sP1egCWF3n",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,0,0,FALSE,FALSE,FALSE,"low",NA,"The big guy splitting the loot with bag man Hunter Biden was indeed his father Joe",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,0,1,0,2,0,1,3,0
"23","Sun Oct 18 04:14:26 +0000 2020",1317680414220152832,"1317680414220152833","RT @RealJohnDennis: Saw @DineshDSouza's Trump Card last night.

It's a MUST see.

Great work Dinesh and @Debber66!

https://t.co/jMzRmNgoMf",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,0,0,FALSE,FALSE,FALSE,"low",NA,"Saw s Trump Card last night

Its a MUST see

Great work Dinesh and",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,0,0,0
"24","Sun Oct 18 04:13:23 +0000 2020",1317680149056253952,"1317680149056253953","RT @DineshDSouza: Joe Biden has multiple homes, access to private planes, domestic staff. Now we know how he managed to afford all that aft…",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,0,0,FALSE,FALSE,NA,"low",NA,"Joe Biden has multiple homes access to private planes domestic staff Now we know how he managed to afford all that aft",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,1
"25","Sun Oct 18 04:12:07 +0000 2020",1317679831551594496,"1317679831551594503","RT @DineshDSouza: My new film TRUMP CARD is out October 9. My best one yet! 

On Apple iTunes, Google, Amazon Prime, Dish and other platfor…",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,0,0,FALSE,FALSE,NA,"low",NA,"My new film TRUMP CARD is out OctoberMy best one yet 

On Apple iTunes Google Amazon Prime Dish and other platfor",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,1,0,0,1
"26","Sun Oct 18 04:11:44 +0000 2020",1317679732968747008,"1317679732968747009","RT @dbongino: The Democrats, and their media sycophants, absolutely KNOW Biden is an active national security threat to the US. 
They just…",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,0,0,FALSE,FALSE,NA,"low",NA,"The Democrats and their media sycophants absolutely KNOW Biden is an active national security threat to the US 
They just",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,0,0,1,0,0,0,0,1,0
"27","Sun Oct 18 04:11:28 +0000 2020",1317679665528545280,"1317679665528545282","RT @dbongino: Pollster Who Predicted 2016 Win Predicts Another Trump Victory 👇🏻👇🏻 https://t.co/8J2wW0JLBK",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,0,0,FALSE,FALSE,FALSE,"low",NA,"Pollster Who PredictedWin Predicts Another Trump Victory ",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,1,0,0,1,0,1,1,0,1
"28","Sun Oct 18 04:04:17 +0000 2020",1317677857787703296,"1317677857787703297","RT @DanScavino: Flying high above President Trump’s #MAGA🇺🇸🦅rally in Janesville, Wisconsin tonight! #ThinBlueLine #CopsForTrump #LESM https…",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,0,0,FALSE,FALSE,NA,"low",NA,"Flying high above President Trumps MAGArally in Janesville Wisconsin tonight ThinBlueLine CopsForTrump LESM",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,1,0,0,0,1,0,2
"29","Sun Oct 18 04:04:05 +0000 2020",1317677810484277248,"1317677810484277249","RT @DanScavino: POTUS still going in Janesville, Wisconsin!! #MAGA🇺🇸🦅
🌐https://t.co/zqgeZML9Hf https://t.co/67GaSBbIRJ",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,0,0,FALSE,FALSE,FALSE,"low",NA,"POTUS still going in Janesville Wisconsin MAGA",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0
"30","Sun Oct 18 04:02:28 +0000 2020",1.317677402454e+18,"1317677402453995521","“Bins full of ballots in a dumpster” https://t.co/SjWMgFuVhw",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,1731,7988,30194,66252,FALSE,FALSE,FALSE,"low",NA,"Bins full of ballots in a dumpster",FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,1
"31","Sun Oct 18 02:39:02 +0000 2020",1317656405885644800,"1317656405885644800","https://t.co/Px27AQrizY",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,1326,5249,23467,62983,FALSE,FALSE,FALSE,"low",NA,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0
"32","Sun Oct 18 02:38:27 +0000 2020",1317656259856719872,"1317656259856719873","https://t.co/Hwe89Hl6Wu",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,187,2667,9527,33254,FALSE,FALSE,FALSE,"low",NA,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0
"33","Sun Oct 18 02:38:06 +0000 2020",1317656172200013824,"1317656172200013825","https://t.co/XyyGEL5MnG",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,267,2355,9989,38158,FALSE,FALSE,FALSE,"low",NA,"",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0
"34","Sun Oct 18 02:25:06 +0000 2020",1317652898910674944,"1317652898910674945","...while sacrificing American blood and treasure in endless foreign wars. Joe Biden is a corrupt politician — and t… https://t.co/pxA30rpO5p",TRUE,1317652894678609920,"1317652894678609921",25073877,"25073877","realDonaldTrump",NA,NA,NA,NA,FALSE,1079,9984,30306,115938,FALSE,FALSE,NA,"low","...while sacrificing American blood and treasure in endless foreign wars. Joe Biden is a corrupt politician — and the Biden family is a criminal enterprise. This makes Crooked Hillary Clinton look like amateur hour!","while sacrificing American blood and treasure in endless foreign wars Joe Biden is a corrupt politicianand the Biden family is a criminal enterprise This makes Crooked Hillary Clinton look like amateur hour",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2,1,1,2,2,1,0,2,4,2
"35","Sun Oct 18 02:25:05 +0000 2020",1317652894678609920,"1317652894678609921","Joe Biden is the living embodiment of the corrupt political class that enriched itself while draining the economic… https://t.co/Hs3yZzKIca",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,3183,19768,53855,181183,FALSE,FALSE,NA,"low","Joe Biden is the living embodiment of the corrupt political class that enriched itself while draining the economic life and soul from our Country. For the last 47 years, Joe Biden shipped away your jobs, shut down your factories, threw open your borders, and ravaged our cities...","Joe Biden is the living embodiment of the corrupt political class that enriched itself while draining the economic life and soul from our Country For the lastyears Joe Biden shipped away your jobs shut down your factories threw open your borders and ravaged our cities",TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,1,0
"36","Sun Oct 18 02:19:37 +0000 2020",1317651520763031552,"1317651520763031554","This election is a choice between a TRUMP RECOVERY and a BIDEN DEPRESSION. If you vote for me, prosperity will surg… https://t.co/3r9tJN1XyM",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,2207,20868,26475,98685,FALSE,FALSE,FALSE,"low","This election is a choice between a TRUMP RECOVERY and a BIDEN DEPRESSION. If you vote for me, prosperity will surge, normal life will fully resume, and next year will be one of the greatest years in the history of our Country! https://t.co/gsFSgh2KPc","This election is a choice between a TRUMP RECOVERY and a BIDEN DEPRESSION If you vote for me prosperity will surge normal life will fully resume and next year will be one of the greatest years in the history of our Country",FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1,1,0,0,1,2,3,2,2,5
"37","Sun Oct 18 01:53:48 +0000 2020",1317645019810025472,"1317645019810025473","If you support our Police, if you stand with the HEROES of Law Enforcement, then you must defeat Joe Biden on Novem… https://t.co/73dknafVjF",TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,480,4678,15134,55415,FALSE,FALSE,FALSE,"low","If you support our Police, if you stand with the HEROES of Law Enforcement, then you must defeat Joe Biden on November 3rd—VOTE #MAGA! https://t.co/MD4OISxDLJ","If you support our Police if you stand with the HEROES of Law Enforcement then you must defeat Joe Biden on November rdVOTE MAGA",TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,1,0,0,0,2,2,1
"38","Sun Oct 18 01:51:54 +0000 2020",1317644543882334208,"1317644543882334209","The Democrat Party you once knew — no longer exists! https://t.co/0Gou1Z49OQ",FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,1149,7645,21359,80346,FALSE,FALSE,FALSE,"low",NA,"The Democrat Party you once knewno longer exists",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,0,0,0
