"","word","n"
"538","immense",2
"539","increase",2
"540","ingenuity",2
"541","instead",2
"542","introvert",2
"543","iowa",2
"544","joe",2
"545","john",2
"546","kick",2
"547","knew",2
"548","knows",2
"549","lady",2
"550","land",2
"551","leaders",2
"552","less",2
"553","lie",2
"554","long",2
"555","loser",2
"556","loved",2
"557","mak",2
"558","makes",2
"559","many",2
"560","mate",2
"561","men",2
"562","messages",2
"563","mi",2
"564","minnesota",2
"565","miss",2
"566","money",2
"567","mother",2
"568","nationalvoterregistrationday",2
"569","native",2
"570","needs",2
"571","next",2
"572","nights",2
"573","nominee",2
"574","obama",2
"575","officially",2
"576","once",2
"577","ones",2
"578","oneterm",2
"579","order",2
"580","original",2
"581","overcome",2
"582","overmillion",2
"583","p",2
"584","pa",2
"585","park",2
"586","pass",2
"587","past",2
"588","path",2
"589","patriot",2
"590","performance",2
"591","political",2
"592","poorer",2
"593","protected",2
"594","putin",2
"595","raised",2
"596","rally",2
"597","ran",2
"598","rapids",2
"599","rd",2
"600","re",2
"601","rebuild",2
"602","receive",2
"603","recession",2
"604","record",2
"605","red",2
"606","remains",2
"607","represent",2
"608","requested",2
"609","restore",2
"610","return",2
"611","rise",2
"612","room",2
"613","rushing",2
"614","safe",2
"615","scientists",2
"616","sees",2
"617","serve",2
"618","shes",2
"619","shot",2
"620","shouldnt",2
"621","show",2
"622","showed",2
"623","shut",2
"624","sicker",2
"625","sit",2
"626","some",2
"627","something",2
"628","soon",2
"629","south",2
"630","speak",2
"631","speaking",2
"632","spent",2
"633","starting",2
"634","stay",2
"635","step",2
"636","str",2
"637","stretch",2
"638","stronger",2
"639","supporters",2
"640","supremacists",2
"641","supremacy",2
"642","swift",2
"643","system",2
"644","tested",2
"645","thats",2
"646","them",2
"647","then",2
"648","thinking",2
"649","threat",2
"650","tracing",2
"651","track",2
"652","transgender",2
"653","true",2
"654","turn",2
"655","tweeting",2
"656","tweets",2
"657","uni",2
"658","union",2
"659","united",2
"660","unless",2
"661","vegas",2
"662","violent",2
"663","virginia",2
"664","votar",2
"665","voted",2
"666","votemail",2
"667","voters",2
"668","washington",2
"669","weaker",2
"670","welcome",2
"671","werent",2
"672","which",2
"673","whistles",2
"674","whole",2
"675","whos",2
"676","wishes",2
"677","wit",2
"678","word",2
"679","words",2
"680","write",2
"681","yo",2
"682","yours",2
"683","youve",2
"684","youyour",2
"685","abo",1
"686","aboard",1
"687","absentee",1
"688","aca",1
"689","accepted",1
"690","accomplish",1
"691","accurate",1
"692","acompao",1
"693","ad",1
"694","advice",1
"695","afederal",1
"696","affects",1
"697","afforda",1
"698","afternoon",1
"699","againbut",1
"700","ago",1
"701","agree",1
"702","aid",1
"703","airplane",1
"704","alive",1
"705","alliance",1
"706","allive",1
"707","along",1
"708","aluminum",1
"709","americaand",1
"710","americansnot",1
"711","americas",1
"712","amidst",1
"713","amtrak",1
"714","amy",1
"715","andjill",1
"716","andknow",1
"717","ano",1
"718","another",1
"719","anotheramericans",1
"720","anything",1
"721","anyw",1
"722","apart",1
"723","apparently",1
"724","appeal",1
"725","applied",1
"726","apply",1
"727","ar",1
"728","aredays",1
"729","arent",1
"730","arewhether",1
"731","arguing",1
"732","arizonainperson",1
"733","arizonala",1
"734","arizonayour",1
"735","arms",1
"736","arrived",1
"737","asked",1
"738","asking",1
"739","astoundi",1
"740","atevery",1
"741","auto",1
"742","automatically",1
"743","ave",1
"744","avenue",1
"745","avenueand",1
"746","average",1
"747","az",1
"748","bark",1
"749","barrett",1
"750","bear",1
"751","beat",1
"752","beau",1
"753","became",1
"754","beforeand",1
"755","beforesteps",1
"756","beg",1
"757","begin",1
"758","beginning",1
"759","beginningand",1
"760","behalf",1
"761","behavior",1
"762","bestnot",1
"763","betrayed",1
"764","between",1
"765","beyond",1
"766","bidenharris",1
"767","bidentownhall",1
"768","billboard",1
"769","billion",1
"770","blue",1
"771","bob",1
"772","books",1
"773","booming",1
"774","bothered",1
"775","bounties",1
"776","box",1
"777","boys",1
"778","br",1
"779","braydenyou",1
"780","break",1
"781","breaks",1
"782","breonna",1
"783","bridges",1
"784","brings",1
"785","broke",1
"786","broken",1
"787","brown",1
"788","building",1
"789","built",1
"790","bus",1
"791","business",1
"792","businesses",1
"793","buy",1
"794","bypm",1
"795","bythrough",1
"796","california",1
"797","callour",1
"798","campaigns",1
"799","candidate",1
"800","cared",1
"801","caregivers",1
"802","carenot",1
"803","carolinaearly",1
"804","carry",1
"805","cartera",1
"806","cases",1
"807","castros",1
"808","casualties",1
"809","caused",1
"810","cavalry",1
"811","cel",1
"812","central",1
"813","ch",1
"814","chairs",1
"815","challenges",1
"816","charters",1
"817","chec",1
"818","childs",1
"819","china",1
"820","chipped",1
"821","chuseok",1
"822","cindyim",1
"823","city",1
"824","cl",1
"825","claim",1
"826","clearerand",1
"827","clearnot",1
"828","clench",1
"829","clerks",1
"830","clim",1
"831","climat",1
"832","clock",1
"833","close",1
"834","closing",1
"835","coast",1
"836","college",1
"837","com",1
"838","combat",1
"839","communicate",1
"840","communication",1
"841","communitys",1
"842","companies",1
"843","company",1
"844","complacent",1
"845","complain",1
"846","complaint",1
"847","complications",1
"848","conc",1
"849","concerning",1
"850","coney",1
"851","confirmation",1
"852","confl",1
"853","congratulations",1
"854","consequences",1
"855","constitution",1
"856","contained",1
"857","continues",1
"858","contracted",1
"859","contributions",1
"860","convenient",1
"861","convey",1
"862","corporate",1
"863","couldnt",1
"864","counties",1
"865","countrybecause",1
"866","countrycant",1
"867","countryfrom",1
"868","countrys",1
"869","courage",1
"870","courta",1
"871","cracks",1
"872","create",1
"873","created",1
"874","creates",1
"875","crimes",1
"876","criminal",1
"877","cro",1
"878","crucial",1
"879","cut",1
"880","d",1
"881","da",1
"882","daughter",1
"883","daya",1
"884","dayand",1
"885","dayasked",1
"886","daybut",1
"887","daydays",1
"888","dayits",1
"889","dayknow",1
"890","daywe",1
"891","dealt",1
"892","deb",1
"893","debates",1
"894","decided",1
"895","decisin",1
"896","dedicated",1
"897","deescalate",1
"898","defeat",1
"899","defenders",1
"900","defensores",1
"901","delawareanstoday",1
"902","deliver",1
"903","delivering",1
"904","deltas",1
"905","democats",1
"906","democrac",1
"907","democrats",1
"908","denial",1
"909","denied",1
"910","denier",1
"911","derechos",1
"912","designed",1
"913","destroy",1
"914","destroying",1
"915","detr",1
"916","developments",1
"917","devoted",1
"918","dictators",1
"919","diedamericans",1
"920","difference",1
"921","different",1
"922","dignity",1
"923","dime",1
"924","dining",1
"925","disavow",1
"926","discovered",1
"927","discussing",1
"928","disease",1
"929","disorder",1
"930","distract",1
"931","div",1
"932","diverse",1
"933","dividingyoull",1
"934","divisions",1
"935","doctors",1
"936","dollar",1
"937","dollars",1
"938","donate",1
"939","donation",1
"940","donors",1
"941","doubled",1
"942","doug",1
"943","drivein",1
"944","droves",1
"945","durham",1
"946","dutyto",1
"947","e",1
"948","ea",1
"949","earn",1
"950","earpiece",1
"951","easier",1
"952","easy",1
"953","ebola",1
"954","economyand",1
"955","el",1
"956","electedand",1
"957","electio",1
"958","electionand",1
"959","electionnot",1
"960","em",1
"961","embrace",1
"962","embraced",1
"963","emergency",1
"964","emergencyand",1
"965","empty",1
"966","encourage",1
"967","encouraging",1
"968","engine",1
"969","enhancers",1
"970","ensurin",1
"971","enthusiast",1
"972","equality",1
"973","equity",1
"974","era",1
"975","erie",1
"976","es",1
"977","essential",1
"978","estimated",1
"979","european",1
"980","eve",1
"981","everythin",1
"982","example",1
"983","exception",1
"984","excited",1
"985","excuse",1
"986","existential",1
"987","expand",1
"988","exper",1
"989","experienced",1
"990","exposed",1
"991","extender",1
"992","extendida",1
"993","extroverted",1
"994","faced",1
"995","faith",1
"996","fall",1
"997","fallen",1
"998","familyno",1
"999","familys",1
"1000","farmers",1
"1001","fauci",1
"1002","faucis",1
"1003","favor",1
"1004","favorite",1
"1005","feast",1
"1006","fighting",1
"1007","filed",1
"1008","filipino",1
"1009","fill",1
"1010","filled",1
"1011","fin",1
"1012","finaldays",1
"1013","finish",1
"1014","finished",1
"1015","fire",1
"1016","firefighters",1
"1017","fishing",1
"1018","fists",1
"1019","fit",1
"1020","five",1
"1021","flames",1
"1022","fled",1
"1023","flies",1
"1024","flight",1
"1025","flint",1
"1026","flip",1
"1027","floridaim",1
"1028","floridala",1
"1029","floridatodays",1
"1030","floyds",1
"1031","fly",1
"1032","fo",1
"1033","focused",1
"1034","folksand",1
"1035","folksover",1
"1036","followed",1
"1037","food",1
"1038","force",1
"1039","forcing",1
"1040","forgotten",1
"1041","forto",1
"1042","foryears",1
"1043","fought",1
"1044","founding",1
"1045","foundry",1
"1046","freedom",1
"1047","friday",1
"1048","friends",1
"1049","friendtune",1
"1050","friendwas",1
"1051","frontier",1
"1052","fulfill",1
"1053","full",1
"1054","fully",1
"1055","fun",1
"1056","fundraiser",1
"1057","gender",1
"1058","general",1
"1059","generated",1
"1060","generation",1
"1061","generosity",1
"1062","george",1
"1063","getting",1
"1064","gettysburg",1
"1065","ginsburgs",1
"1066","girls",1
"1067","gives",1
"1068","godgiv",1
"1069","gold",1
"1070","gone",1
"1071","gonna",1
"1072","goodpaying",1
"1073","goodwill",1
"1074","gotten",1
"1075","govern",1
"1076","graduate",1
"1077","grandparents",1
"1078","grant",1
"1079","greater",1
"1080","greed",1
"1081","grew",1
"1082","griefanger",1
"1083","grieving",1
"1084","grim",1
"1085","guaid",1
"1086","gulf",1
"1087","gun",1
"1088","gunman",1
"1089","guy",1
"1090","gym",1
"1091","ha",1
"1092","handled",1
"1093","hangs",1
"1094","happen",1
"1095","happens",1
"1096","having",1
"1097","hawaii",1
"1098","hbcu",1
"1099","headon",1
"1100","heads",1
"1101","heal",1
"1102","healt",1
"1103","heardeaths",1
"1104","heed",1
"1105","hel",1
"1106","hello",1
"1107","helped",1
"1108","heroes",1
"1109","heroism",1
"1110","highest",1
"1111","hindu",1
"1112","hispanic",1
"1113","historyuse",1
"1114","home",1
"1115","honest",1
"1116","honor",1
"1117","honored",1
"1118","hoping",1
"1119","horror",1
"1120","howard",1
"1121","hoy",1
"1122","http",1
"1123","humanity",1
"1124","humanos",1
"1125","hunger",1
"1126","hunting",1
"1127","hurricane",1
"1128","iasen",1
"1129","icon",1
"1130","idaho",1
"1131","ignoring",1
"1132","imagine",1
"1133","immediate",1
"1134","impact",1
"1135","implement",1
"1136","importa",1
"1137","improving",1
"1138","inand",1
"1139","includes",1
"1140","including",1
"1141","inclusive",1
"1142","incredible",1
"1143","independently",1
"1144","independents",1
"1145","independentswere",1
"1146","indiana",1
"1147","individualfeet",1
"1148","industry",1
"1149","inf",1
"1150","information",1
"1151","ini",1
"1152","inperson",1
"1153","inscribirse",1
"1154","intelligence",1
"1155","intolerance",1
"1156","introverted",1
"1157","investigated",1
"1158","isa",1
"1159","island",1
"1160","issue",1
"1161","issued",1
"1162","itself",1
"1163","itsorevery",1
"1164","january",1
"1165","jersey",1
"1166","jilly",1
"1167","job",1
"1168","jobsjobs",1
"1169","johnand",1
"1170","johnstown",1
"1171","joinandas",1
"1172","joins",1
"1173","josephine",1
"1174","journey",1
"1175","ju",1
"1176","juan",1
"1177","judge",1
"1178","jurist",1
"1179","justfor",1
"1180","kamala",1
"1181","kansas",1
"1182","kansasyou",1
"1183","keep",1
"1184","keeps",1
"1185","kentucky",1
"1186","kentuckyinperson",1
"1187","kid",1
"1188","kids",1
"1189","kippur",1
"1190","knowis",1
"1191","koreanamerican",1
"1192","l",1
"1193","lack",1
"1194","ladyelect",1
"1195","lands",1
"1196","laserfocused",1
"1197","late",1
"1198","lead",1
"1199","leader",1
"1200","leadership",1
"1201","leading",1
"1202","learned",1
"1203","lesson",1
"1204","letrepeat",1
"1205","lgbtfree",1
"1206","li",1
"1207","liberat",1
"1208","lied",1
"1209","lifetime",1
"1210","lifetimeone",1
"1211","light",1
"1212","likely",1
"1213","line",1
"1214","lines",1
"1215","listening",1
"1216","literally",1
"1217","livesand",1
"1218","lmite",1
"1219","lock",1
"1220","longterm",1
"1221","looking",1
"1222","looks",1
"1223","los",1
"1224","lose",1
"1225","louisiana",1
"1226","louisianaearly",1
"1227","lower",1
"1228","lung",1
"1229","madur",1
"1230","main",1
"1231","maine",1
"1232","man",1
"1233","manageras",1
"1234","mandates",1
"1235","manitowoc",1
"1236","manyfor",1
"1237","march",1
"1238","marks",1
"1239","marksdays",1
"1240","marshal",1
"1241","maryland",1
"1242","maturity",1
"1243","mccain",1
"1244","means",1
"1245","meantime",1
"1246","medal",1
"1247","meeting",1
"1248","melania",1
"1249","mem",1
"1250","membera",1
"1251","members",1
"1252","memorable",1
"1253","mental",1
"1254","mercedes",1
"1255","mercy",1
"1256","message",1
"1257","mexico",1
"1258","miami",1
"1259","michigan",1
"1260","michiganyou",1
"1261","midautumn",1
"1262","milestone",1
"1263","military",1
"1264","minimum",1
"1265","minutes",1
"1266","miramar",1
"1267","missing",1
"1268","mississippi",1
"1269","missouritoday",1
"1270","mistake",1
"1271","mo",1
"1272","mom",1
"1273","momentand",1
"1274","momentits",1
"1275","montana",1
"1276","monththank",1
"1277","morning",1
"1278","morningdays",1
"1279","mothers",1
"1280","motherwho",1
"1281","motto",1
"1282","mounting",1
"1283","mouth",1
"1284","movement",1
"1285","mr",1
"1286","murder",1
"1287","mystery",1
"1288","nagornokarabakh",1
"1289","names",1
"1290","nati",1
"1291","national",1
"1292","nationaldessertday",1
"1293","nationand",1
"1294","nationwide",1
"1295","nature",1
"1296","navratri",1
"1297","nbc",1
"1298","ncmissed",1
"1299","near",1
"1300","nearly",1
"1301","nearlylives",1
"1302","nearlymillion",1
"1303","nebraska",1
"1304","nebraskatoday",1
"1305","nee",1
"1306","negative",1
"1307","nevada",1
"1308","nevadaearly",1
"1309","nevadatoday",1
"1310","nevercan",1
"1311","news",1
"1312","nextdays",1
"1313","nicarag",1
"1314","nightchose",1
"1315","nightshowed",1
"1316","nobodies",1
"1317","nominated",1
"1318","nonconforming",1
"1319","nonstaff",1
"1320","noon",1
"1321","note",1
"1322","notes",1
"1323","nothing",1
"1324","novemberto",1
"1325","nowbut",1
"1326","nuestra",1
"1327","number",1
"1328","nurses",1
"1329","obamabiden",1
"1330","obamacarewe",1
"1331","objectives",1
"1332","obnoxious",1
"1333","observe",1
"1334","oc",1
"1335","octobervoter",1
"1336","ofover",1
"1337","often",1
"1338","oh",1
"1339","oklahoma",1
"1340","ongoing",1
"1341","onl",1
"1342","onlydays",1
"1343","opened",1
"1344","option",1
"1345","oregon",1
"1346","otherthen",1
"1347","ourselves",1
"1348","oval",1
"1349","ove",1
"1350","own",1
"1351","package",1
"1352","paidin",1
"1353","palin",1
"1354","pandemicamerican",1
"1355","parents",1
"1356","partisan",1
"1357","patriotic",1
"1358","pattern",1
"1359","paycheck",1
"1360","paying",1
"1361","peace",1
"1362","peaceful",1
"1363","pembroke",1
"1364","penny",1
"1365","peopleparticularly",1
"1366","perfected",1
"1367","perpetrated",1
"1368","persecution",1
"1369","philadelphia",1
"1370","phoenix",1
"1371","pines",1
"1372","pitch",1
"1373","pittsburgh",1
"1374","placing",1
"1375","planand",1
"1376","points",1
"1377","police",1
"1378","polishamericans",1
"1379","polit",1
"1380","posed",1
"1381","positive",1
"1382","possibilities",1
"1383","possible",1
"1384","potential",1
"1385","potentialand",1
"1386","practice",1
"1387","pray",1
"1388","prayers",1
"1389","predebate",1
"1390","prefers",1
"1391","pres",1
"1392","presented",1
"1393","presidency",1
"1394","presidentand",1
"1395","pretty",1
"1396","preventfrom",1
"1397","privilege",1
"1398","privileged",1
"1399","problem",1
"1400","profound",1
"1401","program",1
"1402","promising",1
"1403","prosperity",1
"1404","prosperous",1
"1405","protesters",1
"1406","providing",1
"1407","pulaski",1
"1408","pull",1
"1409","punish",1
"1410","putins",1
"1411","puttin",1
"1412","question",1
"1413","racebaiting",1
"1414","racism",1
"1415","racist",1
"1416","rapidly",1
"1417","read",1
"1418","receiving",1
"1419","reckless",1
"1420","recognize",1
"1421","recommit",1
"1422","recor",1
"1423","recovery",1
"1424","reelection",1
"1425","refu",1
"1426","refuse",1
"1427","reg",1
"1428","regi",1
"1429","registrarte",1
"1430","regular",1
"1431","reinforced",1
"1432","releasedyears",1
"1433","reliable",1
"1434","relief",1
"1435","remain",1
"1436","remember",1
"1437","reminded",1
"1438","repeal",1
"1439","replacement",1
"1440","report",1
"1441","reporting",1
"1442","requir",1
"1443","requires",1
"1444","reservation",1
"1445","reserve",1
"1446","resilient",1
"1447","respect",1
"1448","respects",1
"1449","response",1
"1450","responsible",1
"1451","results",1
"1452","returns",1
"1453","rhode",1
"1454","rightnot",1
"1455","rightsand",1
"1456","risk",1
"1457","roe",1
"1458","roughlytoamericans",1
"1459","routeharvest",1
"1460","routine",1
"1461","rule",1
"1462","run",1
"1463","s",1
"1464","saddle",1
"1465","safely",1
"1466","safety",1
"1467","sai",1
"1468","samanthaher",1
"1469","saved",1
"1470","saving",1
"1471","saying",1
"1472","says",1
"1473","sc",1
"1474","scarring",1
"1475","sceni",1
"1476","school",1
"1477","science",1
"1478","seat",1
"1479","secure",1
"1480","security",1
"1481","seeks",1
"1482","seems",1
"1483","select",1
"1484","sen",1
"1485","serves",1
"1486","several",1
"1487","shamarand",1
"1488","shape",1
"1489","shell",1
"1490","showing",1
"1491","shrugged",1
"1492","shyamala",1
"1493","sick",1
"1494","side",1
"1495","sido",1
"1496","significant",1
"1497","simple",1
"1498","simply",1
"1499","since",1
"1500","sister",1
"1501","small",1
"1502","smart",1
"1503","social",1
"1504","solidaridad",1
"1505","solidarity",1
"1506","sometime",1
"1507","soothing",1
"1508","souland",1
"1509","speaks",1
"1510","spend",1
"1511","spiritdayand",1
"1512","spun",1
"1513","squandered",1
"1514","squared",1
"1515","st",1
"1516","staf",1
"1517","staff",1
"1518","stagebut",1
"1519","staggering",1
"1520","stakes",1
"1521","star",1
"1522","start",1
"1523","stat",1
"1524","statewide",1
"1525","status",1
"1526","steal",1
"1527","stepped",1
"1528","stepping",1
"1529","stoked",1
"1530","stokes",1
"1531","stood",1
"1532","straight",1
"1533","stray",1
"1534","strengthen",1
"1535","stress",1
"1536","strip",1
"1537","strong",1
"1538","struck",1
"1539","struggling",1
"1540","students",1
"1541","suburb",1
"1542","successful",1
"1543","successfully",1
"1544","superwealthy",1
"1545","supremacistsand",1
"1546","survivors",1
"1547","swats",1
"1548","systemic",1
"1549","tables",1
"1550","tackle",1
"1551","tackling",1
"1552","taken",1
"1553","talks",1
"1554","taught",1
"1555","taylors",1
"1556","taylorthanks",1
"1557","te",1
"1558","teacher",1
"1559","teachers",1
"1560","tells",1
"1561","temporary",1
"1562","tendency",1
"1563","tennesseeearly",1
"1564","tensions",1
"1565","test",1
"1566","testing",1
"1567","texasearly",1
"1568","thana",1
"1569","thanamericans",1
"1570","thanks",1
"1571","thanmillion",1
"1572","thanseconds",1
"1573","theamericans",1
"1574","thepeople",1
"1575","thereofa",1
"1576","theyre",1
"1577","theyve",1
"1578","thi",1
"1579","tho",1
"1580","thoughts",1
"1581","thousand",1
"1582","threatened",1
"1583","throughout",1
"1584","ti",1
"1585","timeand",1
"1586","times",1
"1587","toand",1
"1588","toda",1
"1589","todays",1
"1590","todos",1
"1591","toetotoe",1
"1592","tofor",1
"1593","togethernot",1
"1594","told",1
"1595","tonightandare",1
"1596","tonow",1
"1597","tool",1
"1598","topennsylvania",1
"1599","tough",1
"1600","tragedy",1
"1601","trailand",1
"1602","transparency",1
"1603","transparent",1
"1604","travel",1
"1605","treat",1
