"","word","n"
"244","run",11
"245","says",11
"246","t",11
"247","taxes",11
"248","two",11
"249","usa",11
"250","won",11
"251","working",11
"252","americans",10
"253","choice",10
"254","comey",10
"255","covid",10
"256","crazy",10
"257","destroy",10
"258","didnt",10
"259","economy",10
"260","elected",10
"261","forward",10
"262","governor",10
"263","hard",10
"264","hillary",10
"265","home",10
"266","immediately",10
"267","military",10
"268","minnesota",10
"269","nd",10
"270","police",10
"271","scotus",10
"272","seniors",10
"273","sign",10
"274","trumps",10
"275","well",10
"276","work",10
"277","year",10
"278","administration",9
"279","ago",9
"280","bad",9
"281","care",9
"282","chris",9
"283","come",9
"284","coronavirus",9
"285","crime",9
"286","crowd",9
"287","defend",9
"288","does",9
"289","fact",9
"290","high",9
"291","highest",9
"292","into",9
"293","justice",9
"294","live",9
"295","looking",9
"296","nothing",9
"297","official",9
"298","open",9
"299","pack",9
"300","party",9
"301","pelosi",9
"302","request",9
"303","security",9
"304","stand",9
"305","thousands",9
"306","true",9
"307","until",9
"308","world",9
"309","wrong",9
"310","agree",8
"311","announced",8
"312","antifa",8
"313","approval",8
"314","away",8
"315","california",8
"316","cant",8
"317","clinton",8
"318","close",8
"319","coming",8
"320","congratulations",8
"321","congressman",8
"322","could",8
"323","donald",8
"324","failed",8
"325","hardworking",8
"326","help",8
"327","here",8
"328","honor",8
"329","incredible",8
"330","information",8
"331","john",8
"332","laworder",8
"333","loyal",8
"334","massive",8
"335","mike",8
"336","public",8
"337","report",8
"338","s",8
"339","through",8
"340","too",8
"341","tremendous",8
"342","try",8
"343","vaccine",8
"344","virginia",8
"345","voter",8
"346","while",8
"347","airport",7
"348","caught",7
"349","chinese",7
"350","doesnt",7
"351","dollars",7
"352","every",7
"353","family",7
"354","fast",7
"355","federal",7
"356","general",7
"357","gun",7
"358","guy",7
"359","hurricane",7
"360","important",7
"361","interviewed",7
"362","ive",7
"363","love",7
"364","low",7
"365","lower",7
"366","man",7
"367","national",7
"368","need",7
"369","o",7
"370","office",7
"371","power",7
"372","probe",7
"373","rally",7
"374","record",7
"375","release",7
"376","remember",7
"377","same",7
"378","senator",7
"379","shut",7
"380","small",7
"381","south",7
"382","stimulus",7
"383","supports",7
"384","tax",7
"385","thing",7
"386","together",7
"387","trying",7
"388","vp",7
"389","w",7
"390","wallace",7
"391","went",7
"392","wisconsin",7
"393","york",7
"394","act",6
"395","agent",6
"396","biggest",6
"397","black",6
"398","borders",6
"399","business",6
"400","case",6
"401","conditions",6
"402","conference",6
"403","congress",6
"404","criminal",6
"405","crooked",6
"406","elections",6
"407","end",6
"408","energy",6
"409","enthusiasm",6
"410","former",6
"411","fraud",6
"412","full",6
"413","give",6
"414","greatest",6
"415","happen",6
"416","harris",6
"417","harvesting",6
"418","having",6
"419","honored",6
"420","insurance",6
"421","interview",6
"422","join",6
"423","kamala",6
"424","leader",6
"425","market",6
"426","move",6
"427","nice",6
"428","nobody",6
"429","number",6
"430","off",6
"431","others",6
"432","own",6
"433","person",6
"434","preexisting",6
"435","questions",6
"436","race",6
"437","received",6
"438","rigged",6
"439","rights",6
"440","save",6
"441","since",6
"442","steve",6
"443","still",6
"444","story",6
"445","supporters",6
"446","taking",6
"447","talk",6
"448","term",6
"449","texas",6
"450","then",6
"451","thrilled",6
"452","vacancy",6
"453","yet",6
"454","agenda",5
"455","already",5
"456","answer",5
"457","anyone",5
"458","arizona",5
"459","barnett",5
"460","become",5
"461","beginning",5
"462","believe",5
"463","between",5
"464","bill",5
"465","both",5
"466","briefed",5
"467","brought",5
"468","call",5
"469","con",5
"470","confirm",5
"471","constitutional",5
"472","cost",5
"473","county",5
"474","coup",5
"475","debates",5
"476","declassified",5
"477","dem",5
"478","died",5
"479","disaster",5
"480","excellent",5
"481","fbis",5
"482","fill",5
"483","friends",5
"484","gop",5
"485","guns",5
"486","hall",5
"487","himself",5
"488","hold",5
"489","hope",5
"490","idea",5
"491","illegally",5
"492","im",5
"493","investigation",5
"494","iron",5
"495","judicial",5
"496","knows",5
"497","lamestream",5
"498","lied",5
"499","major",5
"500","men",5
"501","november",5
"502","numbers",5
"503","packing",5
"504","pay",5
"505","place",5
"506","please",5
"507","pme",5
"508","problems",5
"509","process",5
"510","raise",5
"511","range",5
"512","read",5
"513","real",5
"514","rep",5
"515","reported",5
"516","rest",5
"517","russian",5
"518","scandal",5
"519","scully",5
"520","senators",5
"521","sent",5
"522","serve",5
"523","shows",5
"524","side",5
"525","spied",5
"526","standing",5
"527","statement",5
"528","stock",5
"529","strongly",5
"530","suburbs",5
"531","sure",5
"532","test",5
"533","testing",5
"534","texts",5
"535","those",5
"536","thursday",5
"537","told",5
"538","took",5
"539","truly",5
"540","tuesday",5
"541","twitter",5
"542","video",5
"543","virus",5
"544","votebymail",5
"545","wall",5
"546","watcher",5
"547","week",5
"548","winmore",5
"549","winning",5
"550","without",5
"551","workers",5
"552","zero",5
"553","absolutely",4
"554","actually",4
"555","alone",4
"556","asked",4
"557","atpm",4
"558","b",4
"559","badly",4
"560","ban",4
"561","bay",4
"562","begin",4
"563","bernie",4
"564","bombshell",4
"565","border",4
"566","brave",4
"567","brilliant",4
"568","bring",4
"569","build",4
"570","calling",4
"571","came",4
"572","candidate",4
"573","caused",4
"574","city",4
"575","claims",4
"576","clear",4
"577","collusion",4
"578","committee",4
"579","companies",4
"580","constitution",4
"581","control",4
"582","corruption",4
"583","cut",4
"584","days",4
"585","deal",4
"586","delta",4
"587","detail",4
"588","documents",4
"589","drug",4
"590","during",4
"591","east",4
"592","else",4
"593","email",4
"594","evening",4
"595","exclusive",4
"596","families",4
"597","following",4
"598","force",4
"599","four",4
"600","free",4
"601","fully",4
"602","future",4
"603","god",4
"604","group",4
"605","happening",4
"606","heading",4
"607","held",4
"608","heroes",4
"609","highly",4
"610","including",4
"611","intelligence",4
"612","inyears",4
"613","james",4
"614","justices",4
"615","knew",4
"616","land",4
"617","landed",4
"618","legal",4
"619","less",4
"620","lets",4
"621","level",4
"622","lies",4
"623","line",4
"624","little",4
"625","local",4
"626","longer",4
"627","lose",4
"628","loser",4
"629","lot",4
"630","lying",4
"631","macon",4
"632","maine",4
"633","majority",4
"634","makeamericagreatagain",4
"635","may",4
"636","mean",4
"637","medical",4
"638","members",4
"639","mexico",4
"640","millions",4
"641","minneapolis",4
"642","moderator",4
"643","month",4
"644","mueller",4
"645","nations",4
"646","nominate",4
"647","once",4
"648","opened",4
"649","outstanding",4
"650","patients",4
"651","patriots",4
"652","patriotsdays",4
"653","peace",4
"654","pence",4
"655","perhaps",4
"656","pigs",4
"657","polling",4
"658","post",4
"659","pres",4
"660","presidentis",4
"661","project",4
"662","prosperity",4
"663","proud",4
"664","proudly",4
"665","providing",4
"666","puppet",4
"667","rather",4
"668","ratings",4
"669","rd",4
"670","recovery",4
"671","red",4
"672","reed",4
"673","refuses",4
"674","related",4
"675","remarks",4
"676","repeal",4
"677","ridiculous",4
"678","running",4
"679","safe",4
"680","saved",4
"681","section",4
"682","seems",4
"683","sen",4
"684","some",4
"685","son",4
"686","source",4
"687","st",4
"688","started",4
"689","stop",4
"690","such",4
"691","television",4
"692","tennessee",4
"693","threat",4
"694","throughout",4
"695","times",4
"696","tomorrow",4
"697","underway",4
"698","used",4
"699","v",4
"700","veterans",4
"701","visit",4
"702","volunteer",4
"703","wanted",4
"704","wave",4
"705","weak",4
"706","weeks",4
"707","wi",4
"708","wonder",4
"709","wont",4
"710","youre",4
"711","ads",3
"712","afternoon",3
"713","allegedly",3
"714","almost",3
"715","americas",3
"716","analysts",3
"717","anything",3
"718","appeals",3
"719","assets",3
"720","attack",3
"721","attention",3
"722","attorney",3
"723","barack",3
"724","based",3
"725","beautiful",3
"726","begins",3
"727","below",3
"728","ben",3
"729","bidenharris",3
"730","billionaire",3
"731","bloomberg",3
"732","board",3
"733","briefing",3
"734","businessman",3
"735","cable",3
"736","calls",3
"737","cannot",3
"738","cases",3
"739","center",3
"740","chance",3
"741","change",3
"742","changed",3
"743","charge",3
"744","churches",3
"745","cities",3
"746","citizens",3
"747","co",3
"748","cold",3
"749","columbus",3
"750","commission",3
"751","committed",3
"752","communist",3
"753","congressional",3
"754","conveniently",3
"755","costs",3
"756","course",3
"757","created",3
"758","crossfire",3
"759","dale",3
"760","decades",3
"761","deliver",3
"762","democratic",3
"763","despite",3
"764","development",3
"765","different",3
"766","director",3
"767","disgraceful",3
"768","dossier",3
"769","easily",3
"770","emails",3
"771","enjoy",3
"772","entire",3
"773","entitled",3
"774","etc",3
"775","everything",3
"776","excerptlewandowskibossie",3
"777","executive",3
"778","explosive",3
"779","facebook",3
"780","false",3
"781","fans",3
"782","fantastic",3
"783","farmers",3
"784","father",3
"785","favorite",3
"786","feel",3
"787","feeling",3
"788","few",3
"789","fighting",3
"790","filling",3
"791","find",3
"792","firm",3
"793","foreign",3
"794","forever",3
"795","framed",3
"796","gets",3
"797","giant",3
"798","greater",3
"799","green",3
"800","greg",3
"801","h",3
"802","hacked",3
"803","handling",3
"804","hasnt",3
"805","health",3
"806","hearings",3
"807","hero",3
"808","historic",3
"809","historical",3
"810","hit",3
"811","hospital",3
"812","ilhan",3
"813","ill",3
"814","illegal",3
"815","includes",3
"816","incompetent",3
"817","individual",3
"818","inmonths",3
"819","instead",3
"820","internal",3
"821","introductions",3
"822","investigating",3
"823","janesville",3
"824","jersey",3
"825","johnsonjohnson",3
"826","johnstown",3
"827","joined",3
"828","joke",3
"829","jurist",3
"830","k",3
"831","key",3
"832","l",3
"833","laptop",3
"834","lead",3
"835","liability",3
"836","lie",3
"837","listen",3
"838","looks",3
"839","lordstown",3
"840","lost",3
"841","louisiana",3
"842","m",3
"843","mail",3
"844","mailin",3
"845","makes",3
"846","making",3
"847","matt",3
"848","mayor",3
"849","mccabe",3
"850","mcconnell",3
"851","medicare",3
"852","memory",3
"853","messages",3
"854","miami",3
"855","middle",3
"856","mini",3
"857","mobs",3
"858","monday",3
"859","morning",3
"860","name",3
"861","nebraska",3
"862","needed",3
"863","negative",3
"864","network",3
"865","ny",3
"866","obliterate",3
"867","ocala",3
"868","officers",3
"869","omar",3
"870","online",3
"871","opportunity",3
"872","outside",3
"873","outvote",3
"874","paid",3
"875","parts",3
"876","past",3
"877","phone",3
"878","pick",3
"879","pillar",3
"880","plague",3
"881","play",3
"882","playing",3
"883","point",3
"884","politicians",3
"885","possible",3
"886","potus",3
"887","praying",3
"888","prepared",3
"889","previously",3
"890","prior",3
"891","protecting",3
"892","proven",3
"893","question",3
"894","rating",3
"895","re",3
"896","reading",3
"897","receive",3
"898","records",3
"899","refused",3
"900","register",3
"901","repeatedly",3
"902","reporting",3
"903","requested",3
"904","requesting",3
"905","rules",3
"906","rush",3
"907","saying",3
"908","schools",3
"909","serious",3
"910","share",3
"911","shes",3
"912","simple",3
"913","single",3
"914","speak",3
"915","spoke",3
"916","staff",3
"917","stands",3
"918","stories",3
"919","succeeds",3
"920","successful",3
"921","system",3
"922","tech",3
"923","terrible",3
"924","terrific",3
"925","things",3
"926","three",3
"927","todays",3
"928","top",3
"929","town",3
"930","trade",3
"931","trail",3
"932","tried",3
"933","trumper",3
"934","truth",3
"935","union",3
"936","use",3
"937","veritas",3
"938","vets",3
"939","vice",3
"940","waiting",3
"941","walter",3
"942","warrior",3
"943","washington",3
"944","weve",3
"945","whose",3
"946","wonderful",3
"947","worse",3
"948","worst",3
"949","wouldnt",3
"950","yes",3
"951","yesterday",3
"952","yours",3
"953","according",2
"954","accurate",2
"955","accused",2
"956","achieved",2
"957","across",2
"958","adding",2
"959","admits",2
"960","admitted",2
"961","advantage",2
"962","advocate",2
"963","agents",2
"964","ahead",2
"965","al",2
"966","alabama",2
"967","alaskacanada",2
"968","alert",2
"969","allow",2
"970","allowed",2
"971","ally",2
"972","amateur",2
"973","americaand",2
"974","americanow",2
"975","amyconeybarrett",2
"976","anchor",2
"977","anyway",2
"978","aoc",2
"979","apologized",2
"980","apology",2
"981","approved",2
"982","around",2
"983","arrested",2
"984","arrived",2
"985","ashley",2
"986","ask",2
"987","asking",2
"988","assault",2
"989","association",2
"990","attacking",2
"991","authority",2
"992","awesome",2
"993","az",2
"994","bailout",2
"995","banned",2
"996","barry",2
"997","beat",2
"998","began",2
"999","bel",2
"1000","bigger",2
"1001","blood",2
"1002","bloombergs",2
"1003","bob",2
"1004","break",2
"1005","bringing",2
"1006","built",2
"1007","burn",2
"1008","businesses",2
"1009","byatenjoy",2
"1010","calculate",2
"1011","caliphate",2
"1012","called",2
"1013","cancel",2
"1014","card",2
"1015","cast",2
"1016","champion",2
"1017","changing",2
"1018","chaos",2
"1019","charges",2
"1020","charles",2
"1021","cheating",2
"1022","christmas",2
"1023","chuck",2
"1024","cia",2
"1025","cindy",2
"1026","claim",2
"1027","clicking",2
"1028","clintons",2
"1029","clock",2
"1030","closed",2
"1031","clue",2
"1032","coast",2
"1033","colorado",2
"1034","comeback",2
"1035","comments",2
"1036","commitment",2
"1037","commonwealth",2
"1038","complaint",2
"1039","completetotal",2
"1040","confirmacb",2
"1041","confirmation",2
"1042","conflicts",2
"1043","congresswoman",2
"1044","considering",2
"1045","conspiracy",2
"1046","constantly",2
"1047","cool",2
"1048","copy",2
"1049","cory",2
"1050","costand",2
"1051","couldnt",2
"1052","countrys",2
"1053","couple",2
"1054","cour",2
"1055","courts",2
"1056","crowds",2
"1057","cuba",2
"1058","cuban",2
"1059","darrell",2
"1060","daughter",2
"1061","david",2
"1062","dc",2
"1063","deals",2
"1064","delivering",2
"1065","demanded",2
"1066","demanding",2
"1067","democ",2
"1068","democracy",2
"1069","department",2
"1070","desire",2
"1071","destroyed",2
"1072","developed",2
"1073","diana",2
"1074","disastrous",2
"1075","discuss",2
"1076","doj",2
"1077","domestic",2
"1078","donate",2
"1079","drive",2
"1080","drudge",2
"1081","duluth",2
"1082","duty",2
"1083","e",2
"1084","easier",2
"1085","economic",2
"1086","effective",2
"1087","effort",2
"1088","efforts",2
"1089","elite",2
"1090","elizabeth",2
"1091","employees",2
"1092","empower",2
"1093","endless",2
"1094","endorsed",2
"1095","endorses",2
"1096","enough",2
"1097","ensure",2
"1098","enthusiastic",2
"1099","error",2
"1100","especially",2
"1101","ethics",2
"1102","events",2
"1103","evidence",2
"1104","except",2
"1105","expect",2
"1106","experience",2
"1107","exposed",2
"1108","extraordinary",2
"1109","face",2
"1110","fair",2
"1111","fairness",2
"1112","faith",2
"1113","fighter",2
"1114","filed",2
"1115","final",2
"1116","finally",2
"1117","finalstage",2
"1118","finest",2
"1119","firearm",2
"1120","fix",2
"1121","fixed",2
"1122","fl",2
"1123","flake",2
"1124","fool",2
"1125","formally",2
"1126","fraternal",2
"1127","freedom",2
"1128","freedoms",2
"1129","furor",2
"1130","ga",2
"1131","gains",2
"1132","game",2
"1133","games",2
"1134","gone",2
"1135","goodbye",2
"1136","greenville",2
"1137","ha",2
"1138","hacking",2
"1139","hair",2
"1140","half",2
"1141","happens",2
"1142","happy",2
"1143","harder",2
"1144","harriss",2
"1145","hearing",2
"1146","heartland",2
"1147","heritage",2
"1148","hike",2
"1149","homes",2
"1150","honoree",2
"1151","horror",2
"1152","hours",2
"1153","htt",2
"1154","huge",2
"1155","husbands",2
"1156","ia",2
"1157","ig",2
"1158","ignoring",2
"1159","impeach",2
"1160","impressive",2
"1161","inamericans",2
"1162","incorrect",2
"1163","increase",2
"1164","indeed",2
"1165","industry",2
"1166","info",2
"1167","inside",2
"1168","insisted",2
"1169","integrity",2
"1170","intel",2
"1171","intellect",2
"1172","interest",2
"1173","interested",2
"1174","interesting",2
"1175","international",2
"1176","interrupt",2
"1177","investigated",2
"1178","investigations",2
"1179","investigators",2
"1180","isis",2
"1181","issue",2
"1182","j",2
"1183","jerry",2
"1184","joebidenukrainescandal",2
"1185","joes",2
"1186","johnson",2
"1187","justand",2
"1188","kavanaugh",2
"1189","kicked",2
"1190","kill",2
"1191","killing",2
"1192","knights",2
"1193","late",2
"1194","later",2
"1195","leadership",2
"1196","leading",2
"1197","learn",2
"1198","leaving",2
"1199","leftist",2
"1200","leo",2
"1201","lesson",2
"1202","liberal",2
"1203","likes",2
"1204","likewise",2
"1205","limbaugh",2
"1206","lockdown",2
"1207","lockdowns",2
"1208","lou",2
"1209","loved",2
"1210","loves",2
"1211","mailed",2
"1212","mainstream",2
"1213","managed",2
"1214","manufacturing",2
"1215","mask",2
"1216","masks",2
"1217","mccain",2
"1218","meet",2
"1219","meetings",2
"1220","mi",2
"1221","minds",2
"1222","minority",2
"1223","missouri",2
"1224","mistake",2
"1225","mitch",2
"1226","mn",2
"1227","moment",2
"1228","montana",2
"1229","motors",2
"1230","n",2
"1231","nasty",2
"1232","nation",2
"1233","nc",2
"1234","needin",2
"1235","negotiating",2
"1236","neighbors",2
"1237","nevada",2
"1238","noh",2
"1239","nominated",2
"1240","nominating",2
"1241","norms",2
"1242","nra",2
"1243","oath",2
"1244","obamabiden",2
"1245","obamacare",2
"1246","obamas",2
"1247","obliterated",2
"1248","oddsgreat",2
"1249","officials",2
"1250","oil",2
"1251","old",2
"1252","ones",2
"1253","opening",2
"1254","opponent",2
"1255","opposition",2
"1256","ordered",2
"1257","outrageous",2
"1258","overall",2
"1259","overtime",2
"1260","page",2
"1261","part",2
"1262","pass",2
"1263","pathetic",2
"1264","paul",2
"1265","paymillion",2
"1266","peaceful",2
"1267","permanently",2
"1268","phenomenal",2
"1269","philly",2
"1270","plans",2
"1271","plot",2
"1272","plus",2
"1273","podcast",2
"1274","policy",2
"1275","positive",2
"1276","potential",2
"1277","ppl",2
"1278","precedent",2
"1279","presidentdelivers",2
"1280","presidentholds",2
"1281","presidenton",2
"1282","presidents",2
"1283","presidentsaid",2
"1284","prevail",2
"1285","primaries",2
"1286","primary",2
"1287","prime",2
"1288","private",2
"1289","prize",2
"1290","problem",2
"1291","program",2
"1292","proof",2
"1293","prosecuted",2
"1294","protected",2
"1295","provided",2
"1296","puerto",2
"1297","pushing",2
"1298","qualified",2
"1299","quarantine",2
"1300","r",2
"1301","raised",2
"1302","rasmussen",2
"1303","rebuilt",2
"1304","recent",2
"1305","redistribute",2
"1306","regional",2
"1307","registration",2
"1308","relief",2
"1309","religion",2
"1310","remaining",2
"1311","replace",2
"1312","reportedly",2
"1313","reporters",2
"1314","respect",2
"1315","respected",2
"1316","return",2
"1317","returning",2
"1318","reveal",2
"1319","revealed",2
"1320","rico",2
"1321","rnc",2
"1322","roomam",2
"1323","rulesregulations",2
"1324","salary",2
"1325","sanford",2
"1326","sasse",2
"1327","saturday",2
"1328","saw",2
"1329","scam",2
"1330","scheme",2
"1331","science",2
"1332","scott",2
"1333","sean",2
"1334","seat",2
"1335","secure",2
"1336","secured",2
"1337","seeing",2
"1338","serving",2
"1339","severe",2
"1340","sex",2
"1341","shock",2
"1342","shortly",2
"1343","shot",2
"1344","shown",2
"1345","shred",2
"1346","sick",2
"1347","simington",2
"1348","sinceand",2
"1349","sit",2
"1350","smart",2
"1351","smarter",2
"1352","smoking",2
"1353","social",2
"1354","soldiers",2
"1355","somebody",2
"1356","someone",2
"1357","something",2
"1358","soul",2
"1359","southern",2
"1360","spent",2
"1361","spot",2
"1362","spy",2
"1363","stage",2
"1364","start",2
"1365","starting",2
"1366","starts",2
"1367","statements",2
"1368","stay",2
"1369","stopped",2
"1370","straight",2
"1371","stunning",2
"1372","successor",2
"1373","sued",2
"1374","sullivan",2
"1375","supported",2
"1376","supporter",2
"1377","suspended",2
"1378","swing",2
"1379","takes",2
"1380","team",2
"1381","terrell",2
"1382","tested",2
"1383","tests",2
"1384","thatdidnt",2
"1385","thatof",2
"1386","thats",2
"1387","theyd",2
"1388","third",2
"1389","though",2
"1390","thought",2
"1391","thread",2
"1392","threw",2
"1393","tiffany",2
"1394","tim",2
"1395","toon",2
"1396","tough",2
"1397","tracey",2
"1398","trafficking",2
"1399","trending",2
"1400","trick",2
"1401","trumprussia",2
"1402","trust",2
"1403","turn",2
"1404","turned",2
"1405","twitters",2
"1406","uk",2
"1407","ukraine",2
"1408","understand",2
"1409","unemployment",2
"1410","unusual",2
"1411","usual",2
"1412","va",2
"1413","vacancies",2
"1414","vaccines",2
"1415","values",2
"1416","veteranshispanic",2
"1417","view",2
"1418","violent",2
"1419","visitto",2
"1420","votes",2
"1421","wa",2
"1422","wallander",2
"1423","war",2
"1424","wars",2
"1425","watching",2
"1426","wednesday",2
"1427","welcome",2
"1428","wellqualified",2
"1429","werent",2
"1430","west",2
"1431","wh",2
"1432","whole",2
"1433","wife",2
"1434","wild",2
"1435","wiped",2
"1436","women",2
"1437","words",2
"1438","worker",2
"1439","wray",2
"1440","yeah",2
"1441","yvette",2
"1442","aa",1
"1443","abc",1
"1444","abe",1
"1445","ability",1
"1446","able",1
"1447","aboion",1
"1448","abolish",1
"1449","abou",1
"1450","aboutthings",1
"1451","aboutunmasking",1
"1452","above",1
"1453","abraham",1
"1454","abruptly",1
"1455","absolute",1
"1456","academic",1
"1457","access",1
"1458","accords",1
"1459","account",1
"1460","accountable",1
"1461","achieve",1
"1462","achievement",1
"1463","acted",1
"1464","acting",1
"1465","action",1
"1466","actions",1
"1467","active",1
"1468","activities",1
"1469","activity",1
"1470","actthe",1
"1471","ad",1
"1472","added",1
"1473","additional",1
"1474","addressed",1
"1475","addresses",1
"1476","addressing",1
"1477","admitsflynn",1
"1478","adsone",1
"1479","advanced",1
"1480","advi",1
"1481","advisernever",1
"1482","aenergy",1
"1483","affected",1
"1484","affirm",1
"1485","afford",1
"1486","affordable",1
"1487","afghanistan",1
"1488","afraid",1
"1489","afraidthank",1
"1490","aft",1
"1491","afteri",1
"1492","ag",1
"1493","agencies",1
"1494","agreeand",1
"1495","agreed",1
"1496","agreements",1
"1497","air",1
"1498","airing",1
"1499","airline",1
"1500","airwaves",1
"1501","alaska",1
"1502","aliens",1
"1503","aliensdecimating",1
"1504","alleged",1
"1505","allows",1
"1506","alltimes",1
"1507","almostpercent",1
"1508","along",1
"1509","alternative",1
"1510","amajorstimulus",1
"1511","amaz",1
"1512","amazin",1
"1513","amazing",1
"1514","amazingtremendous",1
"1515","amazon",1
"1516","ambiguity",1
"1517","amendmentimplement",1
"1518","amendmentits",1
"1519","amennot",1
"1520","americanhighly",1
"1521","americasmillion",1
"1522","americasnot",1
"1523","ammar",1
"1524","amnesty",1
"1525","amycom",1
"1526","analyst",1
"1527","anarchists",1
"1528","andrew",1
"1529","andrewcuomo",1
"1530","andyears",1
"1531","announces",1
"1532","announcing",1
"1533","annually",1
"1534","ano",1
"1535","answers",1
"1536","anticipation",1
"1537","anyall",1
"1538","anybody",1
"1539","anywhere",1
"1540","ap",1
"1541","apart",1
"1542","apologised",1
"1543","app",1
"1544","appear",1
"1545","applaud",1
"1546","apple",1
"1547","applicants",1
"1548","applied",1
"1549","apply",1
"1550","appoint",1
"1551","appreciate",1
"1552","approached",1
"1553","approaching",1
"1554","appropriate",1
"1555","approve",1
"1556","approvebillion",1
"1557","approving",1
"1558","area",1
"1559","areas",1
"1560","arent",1
"1561","ari",1
"1562","arizonas",1
"1563","arm",1
"1564","armed",1
"1565","aroundpm",1
"1566","arrests",1
"1567","arrive",1
"1568","article",1
"1569","artist",1
"1570","asap",1
"1571","asapthank",1
"1572","ashamed",1
"1573","asis",1
"1574","assassinations",1
"1575","assertion",1
"1576","assessment",1
"1577","assigned",1
"1578","assistant",1
"1579","associate",1
"1580","associates",1
"1581","assume",1
"1582","astronaut",1
"1583","astronauts",1
"1584","atax",1
"1585","atlanta",1
"1586","atpmenjoy",1
"1587","att",1
"1588","attend",1
"1589","attitude",1
"1590","atty",1
"1591","august",1
"1592","author",1
"1593","authorized",1
"1594","auto",1
"1595","available",1
"1596","avalanche",1
"1597","average",1
"1598","averages",1
"1599","avoiding",1
"1600","aware",1
"1601","ayatollah",1
"1602","azpremiumsafterw",1
"1603","azs",1
"1604","ba",1
"1605","bader",1
"1606","bag",1
"1607","bailing",1
"1608","balcony",1
"1609","ballotenvelope",1
"1610","ballotharvesting",1
"1611","ballotwe",1
"1612","baltimore",1
"1613","bama",1
"1614","banning",1
"1615","bans",1
"1616","barretts",1
"1617","base",1
